[11-Sep-2011 22:38:12]  <Gendo> GET LEADY!  
[12-Sep-2011 02:07:25]  <Osip_Zhgun[Barcode]> [did I do that wrong]
[12-Sep-2011 02:07:48]  <Lou> [yes, you got three hits, and where did you get the 2*5 from]
[12-Sep-2011 02:08:19]  <Osip_Zhgun[Barcode]> [+2 Impact damage]
[12-Sep-2011 02:08:21]  <Osip_Zhgun[Barcode]> [per hit, no?]
[12-Sep-2011 02:08:39]  <Gendo> Osip_Zhgun[Barcode]: As your third bullet pierces through the shambling hide, a terrible screech fills the air.
[12-Sep-2011 02:09:11]  <Gendo> The bodies compress, and keep compressing until a singulairy is formed.  The mass explodes in a shower of red liquid, as the Angel is no more.
[12-Sep-2011 02:09:23]  <Osip_Zhgun[Barcode]> [no coresplosion, thank god]
[12-Sep-2011 02:09:29]  <Osip_Zhgun[Barcode]> [we're like dogpiled on top of it]
[12-Sep-2011 02:09:41]  <Gendo> This angel didn't even have a core.
[12-Sep-2011 02:09:45]  <JackMackerel> "How disgusting."
[12-Sep-2011 02:09:46]  <Gendo> It was one of the things it rolled.
[12-Sep-2011 02:09:55]  <Gendo> It was just this amorphous mass.
[12-Sep-2011 02:09:57]  <Lou> Sssss...
[12-Sep-2011 02:10:04]  * Motoko flinches and covers ears
[12-Sep-2011 02:10:10]  * Osip_Zhgun[Barcode] exhales slowly. The TRIDENT goes limp.
[12-Sep-2011 02:10:12]  <Cassie> Shaking in fury at her accidental destruction of the apartments, Cassie's  pose goes slack when Osip finishes off the Angel. "I didn't even hit the damn thing.
[12-Sep-2011 02:10:26]  <Gendo> Time for me to go roll up collateral and stuff.
[12-Sep-2011 02:10:28]  <Lou> [Dinner.  Bye.]
[12-Sep-2011 02:10:30]  <Loki_Weyland> Don't worry, you'll get the next one.
[12-Sep-2011 02:10:40]  <Loki_Weyland> $ That was in-character, by the way.
[12-Sep-2011 02:10:53]  <Gendo> Yeah, I think this can be treated as the end of the session, if people need to take off.
[12-Sep-2011 02:11:02]  <Osip_Zhgun[Barcode]> [sorry trying to sort something out]
[12-Sep-2011 02:11:20]  <Cassie> "No, this is unacceptable pilot Loki. I have trained to long for this, so fail something as simple as hitting the angle with a pointy stick!"
[12-Sep-2011 02:11:33]  <Loki_Weyland> $ So, have a small session some time after for a debriefing?
[12-Sep-2011 02:11:48]  <Gendo> Loki_Weyland: Yeah, probably.
[12-Sep-2011 02:11:55]  <Gendo> Doesn' t need to be long.
[12-Sep-2011 02:12:04]  <Loki_Weyland> Hey, we all fuck up from time to time. Don't dwell on your failure, just think of how you can do better next time.
[12-Sep-2011 02:12:06]  <Gendo> Just log enough to go through collateral, and exp, and all that.
[12-Sep-2011 02:12:12]  <Loki_Weyland> $ Yeah.
[12-Sep-2011 02:12:15]  * Osip_Zhgun[Barcode] forgot to say, he tensed up, then flinched as the splattering happened. But then the whole going limp
[12-Sep-2011 02:12:48]  <Osip_Zhgun[Barcode]> [Maybe we should epilogue next session? lou's not here]
[12-Sep-2011 02:13:27]  * JackMackerel patpats Cassie.
[12-Sep-2011 02:13:30]  <Cassie> "You don't have to deal with the fact that you caused more collateral damage than the actual Angel did."
[12-Sep-2011 02:13:34]  <JackMackerel> Want a drink?
[12-Sep-2011 02:14:01]  <Loki_Weyland> Again, don't dwell on how badly you fucked up. Focus on how you can do better next time.
[12-Sep-2011 02:14:01]  <Osip_Zhgun[Barcode]> [So collateral is an apartment? Is that it or]
[12-Sep-2011 02:14:20]  * JackMackerel grinned, tilting her head. "I fucked up as well. Couldn't even hit it the second time when it was right under me."
[12-Sep-2011 02:14:28]  <Gendo> Cassie: Actually, the Angel did more collateral than all of you combined.
[12-Sep-2011 02:14:42]  <Gendo> Each time it used the Rising Cross, it did collateral.
[12-Sep-2011 02:14:45]  <Gendo> And it used it a fuckton.
[12-Sep-2011 02:15:07]  <Osip_Zhgun[Barcode]> [u_u]
[12-Sep-2011 02:15:11]  <JackMackerel> @ship Cassie/Jacqueline/Loki
[12-Sep-2011 02:15:11]  <Omnipresence> 14JackMackerel: Ship request successful! <3
[12-Sep-2011 02:15:12]  <Cassie> I thought we got it away from the city for the most part?
[12-Sep-2011 02:15:43]  <Gendo> Cassie: I'm accounting for that.  But there's still some collateral from it.  It also shot off a couple rising crosses in the city before you were deployed.
[12-Sep-2011 02:15:47]  <Osip_Zhgun[Barcode]> [cassie - yes but it was shooting at us in the city]
[12-Sep-2011 02:15:59]  <Osip_Zhgun[Barcode]> Osip is wordless on the radio. The TRIDENT remains limp for a minute, then slowly steers and begins heading towards the hangars again.
[12-Sep-2011 02:16:36]  <Gendo> So, 10 surplus from this battle.
[12-Sep-2011 02:17:07]  <Osip_Zhgun[Barcode]> [dosh! grab it while you can, lads]
[12-Sep-2011 02:17:10]  <Loki_Weyland> Hey, how long do you think it'll take them to clean the Angel blood off this thing?
[12-Sep-2011 02:17:14]  <JackMackerel> (mawney mawney mawney)
[12-Sep-2011 02:17:27]  <Loki_Weyland> I can't say I pity anyone who has that job.
[12-Sep-2011 02:17:35]  <Gendo> A while.
[12-Sep-2011 02:17:36]  <Loki_Weyland> @yt Megas XLR Go easy on the wax
[12-Sep-2011 02:17:36]  <Omnipresence> 14Loki_Weyland: YouTube: No results found for 14Megas XLR Go easy on the wax14.
[12-Sep-2011 02:17:37]  <Gendo> :P
[12-Sep-2011 02:17:47]  <Loki_Weyland> @yt Megas XLR cheese
[12-Sep-2011 02:17:47]  <Omnipresence> 14Loki_Weyland: YouTube: 14Megas XLR, Funny clip14, 6,969 views: http://www.youtube.com/watch?v=uCYJD1FWeCM
[12-Sep-2011 02:18:14]  <Loki_Weyland> $ Never mind.
[12-Sep-2011 02:18:41]  <JackMackerel> Cassie: Hey, if ya want, we can go dancin'! Or hit up an arcade or something.
[12-Sep-2011 02:18:47]  <Gendo> Also, 200exp to everyone.  
[12-Sep-2011 02:19:09]  <Motoko> Gendo, did I cause collateral at any point? Technically I'm supposed to take -10 for all tests until the end of the next turn.
[12-Sep-2011 02:19:10]  <JackMackerel> (WOO)
[12-Sep-2011 02:19:22]  <Osip_Zhgun[Barcode]> [logging on char sheet]
[12-Sep-2011 02:19:24]  <Cassie> "... I don't know how to dance pilot Jaquerel."
[12-Sep-2011 02:19:29]  <Gendo> Motoko:  I don't believe so.  You had really good rolls.
[12-Sep-2011 02:19:31]  <Osip_Zhgun[Barcode]> [@motoko: nothing to test for atm]
[12-Sep-2011 02:19:48]  <Loki_Weyland> $ Coop stuck a bottle of cheese spread into Megas' core, making a giant cheese monster. One fight later, Megas is covered in cheese. Coop throws some money at some kids running a car washing service.
[12-Sep-2011 02:19:50]  <Motoko> Osip_Zhgun[Barcode]: I know, but I just want to keep that in mind for future battles.
[12-Sep-2011 02:20:12]  <Gendo> Motoko: Collateral is caused by taking damage, or missing terribly.  You did neither.  
[12-Sep-2011 02:20:14]  <JackMackerel> "S'fine. Lemme teach ya!"
[12-Sep-2011 02:20:23]  <Osip_Zhgun[Barcode]> [Ah.]
[12-Sep-2011 02:20:28]  <Gendo> Everyone caused collateral just from being deployed, but I'm don't think that's what you're asking.
[12-Sep-2011 02:20:30]  * JackMackerel does that weird moe chuckle some anime characters do.
[12-Sep-2011 02:20:41]  <Cassie> [So how do the insanity points affect you? Under 10 is mostly harmless right?]
[12-Sep-2011 02:20:51]  <Motoko> 14Gendo: Oh, lovely. I'm guessing you'll tell me when attacks cause collateral? Since it hits a drawback for me.
[12-Sep-2011 02:21:05]  <Gendo> Motoko: Oh, I'll keep that in mind.
[12-Sep-2011 02:21:08]  <Gendo> This session, you didn't do any.
[12-Sep-2011 02:21:21]  <Motoko> 14Yaaay, no trauma today.
[12-Sep-2011 02:21:23]  <Osip_Zhgun[Barcode]> [Insanity effects come every 10 points. Also, therapy/etc. won't have any immediate (read: in-game-time) effects if you're trying to drop out of your current 10s range for insanity.]
[12-Sep-2011 02:21:57]  <Gendo> Yup, you don't really feel any effects of insanity until.... for a while now.
[12-Sep-2011 02:22:19]  <Gendo> You have to make a Trauma test at 10.
[12-Sep-2011 02:22:22]  <Osip_Zhgun[Barcode]> [if I was really desperate to maintain my sanity I could go for therapy right now but I have to wonder how many people who are going crazy know such a thing / feel it's therapy-worthy.]
[12-Sep-2011 02:22:41]  <Osip_Zhgun[Barcode]> [therapy next time-management session*]
[12-Sep-2011 02:22:52]  <Cassie> Depends on introspectiveness and pride I guess.
[12-Sep-2011 02:23:11]  <Gendo> You don't really have any negative effects from insanity until you hit 40 points.
[12-Sep-2011 02:23:20]  <Loki_Weyland> $ Hey, when do we get upgrade points?
[12-Sep-2011 02:23:31]  <Gendo> Loki_Weyland: You buy them with experience, right?
[12-Sep-2011 02:23:37]  <Gendo> I gave you each 200 exp to spend.
[12-Sep-2011 02:23:39]  <Gendo> :/
[12-Sep-2011 02:23:40]  <Loki_Weyland> $ I think so, yeah.
[12-Sep-2011 02:23:54]  <Osip_Zhgun[Barcode]> [Depends on where our cash goes. also we don't have an OD so gendo decides what nerv spends cash on]
[12-Sep-2011 02:23:57]  <Gendo> I'll even note that on all of your character sheets!
[12-Sep-2011 02:24:04]  <Osip_Zhgun[Barcode]> [already did~]
[12-Sep-2011 02:24:09]  <Gendo> Osip_Zhgun[Barcode]: I'll let you guys decide together what to buy.
[12-Sep-2011 02:24:21]  <Osip_Zhgun[Barcode]> [can we call the session officially over? :P]
[12-Sep-2011 02:24:28]  <Lou> And back, just in time for nothing
[12-Sep-2011 02:24:30]  <Gendo> With 10 surplus, you don't can't do much :P
[12-Sep-2011 02:24:32]  <Osip_Zhgun[Barcode]> [OH WAIT]
[12-Sep-2011 02:24:35]  <Gendo> Osip_Zhgun[Barcode]: Yeah, pretty much.
[12-Sep-2011 02:24:38]  <JackMackerel> @ship Cassie/Jacqueline
[12-Sep-2011 02:24:38]  <Omnipresence> 14JackMackerel: Ship request successful! <3
[12-Sep-2011 02:24:40]  <Loki_Weyland> $ Say, think Motoko could buy a SUP and use that to remove her Clinker Distinguishing Feature?
[12-Sep-2011 02:24:46]  <Osip_Zhgun[Barcode]> [Lou: quick, retroactively RP your reaction to us blowing up the angel]
[12-Sep-2011 02:24:52]  *** Gendo is now known as Solstace
